ANIO,MES,NSELV,UBIGEO,Parentesco_con_jefe_hogar,sexo,edad,idioma_ninez,nivel_educativo,centro_estudios_E_P
2020,2,132,40117,5,1,15,4,5,2
2020,2,132,40117,3,2,31,4,9,
2020,2,132,40117,4,1,42,4,10,
2020,2,132,40117,5,1,3,4,2,2
2020,2,163,40117,1,2,46,4,6,
2020,2,163,40117,3,2,23,4,10,
2019,9,2,40117,1,1,64,1,3,
2019,9,2,40117,2,2,55,1,1,
2019,9,2,40117,3,2,19,4,8,2
2019,9,2,40117,3,2,17,4,6,1
2019,9,23,40117,1,2,52,1,6,
2019,9,23,40117,2,1,43,4,11,
2019,9,23,40117,3,1,24,4,8,
2019,9,23,40117,3,,,,,
2019,9,23,40117,5,2,11,4,3,1
2019,9,23,40117,5,1,3,4,1,1
2019,9,41,40117,1,1,28,4,10,2
2019,9,41,40117,2,2,23,1,10,2
2019,9,41,40117,3,2,,,,
2019,9,61,40117,1,1,76,4,3,
2019,9,61,40117,2,2,73,4,3,
2019,9,79,40117,1,1,44,1,5,
2019,9,79,40117,2,2,39,1,4,
2019,9,79,40117,3,1,21,4,10,2
2019,9,79,40117,3,2,20,4,10,2
2019,9,79,40117,3,2,24,4,5,
2019,9,79,40117,5,1,5,4,2,2
2019,9,97,40117,1,2,30,4,6,
2019,9,97,40117,3,1,11,4,3,1
2019,9,97,40117,3,1,8,4,3,1
2019,9,97,40117,3,1,6,4,2,1
2019,7,5,40117,1,1,34,,6,
2019,7,5,40117,2,2,31,,6,
2019,7,5,40117,3,2,12,,3,1
2019,7,5,40117,3,2,10,,3,1
2019,7,17,40117,1,2,26,,5,
2019,7,17,40117,3,1,4,,2,2
2019,7,30,40117,1,1,49,,6,
2019,7,30,40117,2,2,48,,4,
2019,7,30,40117,3,1,19,,6,2
2019,7,30,40117,3,1,16,,5,1
2019,7,30,40117,3,2,8,,3,1
2019,7,30,40117,3,2,27,,8,
2019,7,30,40117,3,1,23,,6,1
2019,7,59,40117,1,2,37,,4,
2019,7,59,40117,2,1,36,,4,
2019,7,59,40117,3,1,5,,2,1
2019,7,59,40117,3,1,3,,1,1
2019,7,110,40117,1,1,44,,5,
2019,7,110,40117,2,2,45,,6,
2019,7,110,40117,3,2,16,,5,2
2019,7,110,40117,3,1,10,,3,1
2019,7,138,40117,1,2,26,,6,
2019,7,138,40117,2,1,32,,9,
2019,7,138,40117,3,1,8,,3,1
2019,7,138,40117,3,2,6,,2,1
2019,7,138,40117,8,2,88,,4,
2019,12,2,40101,1,1,55,1,3,
2019,12,2,40101,3,1,27,4,10,1
2019,12,22,40101,1,1,64,4,11,
2019,12,22,40101,2,2,40,4,11,
2019,12,22,40101,3,2,11,4,4,2
2019,12,22,40101,3,1,8,4,3,2
2019,12,29,40101,1,1,32,6,11,
2019,12,52,40101,1,1,37,4,9,2
2019,12,74,40101,1,1,70,4,11,
2019,12,74,40101,2,2,68,4,9,
2019,12,74,40101,3,1,45,4,9,
2019,12,74,40101,5,1,22,4,10,
2019,12,74,40101,5,1,17,4,6,
2019,8,8,40101,1,2,84,,11,
2019,8,33,40101,1,1,49,,12,
2019,8,33,40101,3,1,19,,10,2
2019,8,47,40101,1,2,57,,11,
2019,8,47,40101,3,1,27,,11,
2019,8,47,40101,9,,,,,
2019,8,72,40101,1,1,43,,10,
2019,8,72,40101,3,1,14,,5,1
2019,8,110,40101,1,2,67,,11,
2019,8,110,40101,7,2,65,,11,
2019,8,154,40101,1,2,60,,12,
2019,8,154,40101,3,1,29,,10,2
2019,9,40,40101,1,1,27,,11,
2019,9,40,40101,2,1,27,,10,
2019,9,40,40101,7,2,18,,8,2
2019,9,40,40101,11,2,29,,10,
2019,9,73,40101,1,1,40,,9,
2019,9,104,40101,1,2,67,,11,
2019,9,104,40101,3,1,33,,11,
2019,9,104,40101,3,1,29,,11,
2019,9,132,40101,1,1,66,,11,
2019,9,132,40101,2,2,67,,11,
2019,9,132,40101,3,1,27,,11,
2019,9,132,40101,3,2,36,,11,
2019,9,132,40101,5,2,11,,3,2
2019,9,161,40101,1,1,32,,11,
2019,9,161,40101,7,2,30,,10,
2020,2,22,40101,1,2,64,4,11,
2020,2,22,40101,7,1,61,4,11,
2020,2,63,40101,1,1,47,4,9,
2020,2,63,40101,2,2,44,4,11,
2020,2,63,40101,3,1,10,4,3,2
2020,2,77,40101,1,2,75,4,6,
2020,2,90,40101,1,1,62,4,11,
2020,2,90,40101,2,2,64,4,11,
2020,2,90,40101,3,1,25,4,10,2
2020,2,90,40101,3,1,23,5,11,
2020,2,90,40101,11,2,86,1,1,
2020,2,118,40101,1,1,62,4,10,
2020,2,118,40101,2,2,58,4,6,
2020,2,118,40101,3,1,31,4,11,
2020,2,118,40101,3,1,21,4,10,
2020,2,145,40101,1,1,77,1,6,
2019,7,21,40101,1,1,45,,11,
2019,7,21,40101,2,2,45,,11,
2019,7,21,40101,3,1,10,,3,2
2019,7,21,40101,3,2,7,,3,2
2019,7,36,40101,1,2,44,,6,
2019,7,36,40101,3,1,18,,5,
2019,7,36,40101,3,1,16,,5,1
2019,7,36,40101,3,2,15,,5,1
2019,7,53,40101,1,2,21,,8,2
2019,7,53,40101,8,1,20,,9,
2019,7,67,40101,1,2,47,,6,
2019,7,67,40101,3,1,24,,9,
2019,7,67,40101,3,1,8,,3,1
2019,7,82,40101,1,2,72,,5,
2019,7,82,40101,3,,,,,
2019,7,127,40101,1,1,64,,11,
2019,7,127,40101,7,1,60,,8,
2019,7,127,40101,7,1,59,,8,
2019,7,127,40101,7,1,57,,11,
2020,1,21,40101,1,2,59,4,10,
2020,1,21,40101,3,1,21,4,10,2
2020,1,54,40101,1,1,53,4,6,
2020,1,62,40101,1,1,32,4,11,
2020,1,62,40101,2,2,38,4,11,
2020,1,62,40101,3,2,11,4,3,2
2020,1,62,40101,6,,,,,
2020,1,82,40101,1,1,35,4,9,
2020,1,97,40101,1,2,60,4,9,
2020,1,97,40101,3,1,30,4,10,1
2020,1,97,40101,3,2,36,4,11,
2020,1,97,40101,5,2,11,4,3,2
2020,1,97,40101,5,1,5,4,2,2
2019,10,2,40101,1,2,72,4,6,
2019,10,2,40101,5,1,10,4,3,2
2019,10,24,40101,1,1,60,4,11,
2019,10,24,40101,7,2,55,4,11,
2019,10,35,40101,1,2,56,4,6,
2019,10,35,40101,2,1,56,4,11,
2019,10,35,40101,3,2,29,4,10,
2019,10,46,40101,1,2,37,4,6,2
2019,10,46,40101,2,1,38,4,11,
2019,10,46,40101,3,1,5,4,2,2
2019,10,46,40101,7,,,,,
2019,10,69,40101,1,2,47,4,11,
2019,10,69,40101,2,1,51,4,11,
2019,10,94,40101,1,1,75,4,6,
2019,10,94,40101,2,2,48,4,6,
2019,10,94,40101,3,2,32,4,11,
2019,10,94,40101,3,2,28,4,11,
2019,10,94,40101,3,2,12,4,3,2
2019,11,35,40101,1,1,45,4,10,
2019,11,35,40101,2,2,45,4,9,
2019,11,35,40101,3,1,10,4,3,1
2019,11,35,40101,3,2,6,4,2,1
2019,11,60,40101,1,2,70,4,11,
2019,11,86,40101,1,2,44,4,12,
2019,11,86,40101,2,1,50,4,11,
2019,11,86,40101,3,2,17,4,5,2
2019,11,86,40101,3,2,7,4,2,2
2019,11,115,40101,1,1,68,4,6,
2019,11,115,40101,2,2,67,4,9,
2019,11,115,40101,5,2,10,4,3,2
2019,11,141,40101,1,1,28,4,11,1
2019,11,141,40101,8,1,25,4,11,
2019,11,141,40101,8,1,22,4,10,2
2019,9,9,40101,1,1,21,4,10,1
2019,9,36,40101,1,1,75,4,11,
2019,9,36,40101,2,2,70,4,11,
2019,9,36,40101,3,2,40,4,11,
2019,9,36,40101,5,1,10,4,3,2
2019,9,64,40101,1,2,69,4,11,
2019,9,74,40101,1,1,56,4,11,
2019,9,74,40101,2,2,52,4,11,
2019,9,74,40101,6,2,74,4,9,
2019,9,83,40101,1,1,55,4,11,
2019,9,83,40101,2,2,52,4,11,
2019,9,83,40101,3,1,20,4,10,2
2019,9,83,40101,3,1,16,4,5,2
2019,9,83,40101,9,,,,,
2019,9,108,40101,1,2,44,4,3,
2019,9,108,40101,3,1,22,4,8,
2019,9,108,40101,4,2,25,4,6,
2019,9,108,40101,5,2,1,,,
2019,9,5,40126,1,1,49,4,10,
2019,9,5,40126,2,2,57,4,11,
2019,9,5,40126,3,1,28,4,10,2
2019,9,5,40126,3,1,14,4,5,2
2019,9,31,40126,1,1,78,4,12,
2019,9,31,40126,4,2,44,4,11,
2019,9,31,40126,5,2,6,4,2,2
2019,9,45,40126,1,1,38,6,12,
2019,9,55,40126,1,1,47,4,10,
2019,9,55,40126,2,2,42,4,6,
2019,9,55,40126,3,2,23,4,10,2
2019,9,55,40126,3,2,21,4,10,2
2019,9,55,40126,3,1,19,4,10,2
2019,9,55,40126,3,2,13,4,5,2
2019,9,74,40126,1,2,49,4,10,
2019,9,74,40126,3,,,,,
2019,9,74,40126,5,,,,,
2019,9,74,40126,5,,,,,
2019,9,84,40126,1,1,33,4,11,
2020,2,5,40126,1,1,58,4,11,
2020,2,5,40126,6,1,95,4,5,
2020,2,5,40126,6,2,93,4,6,
2020,2,20,40126,1,1,52,4,10,
2020,2,20,40126,2,2,48,5,6,
2020,2,20,40126,3,2,15,4,5,1
2020,2,20,40126,3,2,13,4,5,1
2020,2,20,40126,3,1,11,4,3,1
2020,2,20,40126,3,1,9,4,3,1
2020,2,37,40126,1,1,47,4,11,
2020,2,37,40126,2,2,42,4,11,
2020,2,37,40126,3,2,11,4,4,2
2020,2,37,40126,3,2,7,4,3,2
2020,2,87,40126,1,1,38,4,11,
2020,2,87,40126,2,2,34,4,11,
2020,2,87,40126,3,2,14,4,5,
2020,2,87,40126,3,2,9,4,3,
2020,2,87,40126,3,,,,,
2020,2,148,40126,1,2,40,4,12,
2020,2,186,40126,1,1,36,4,12,
2020,2,186,40126,2,2,34,6,12,
2019,12,2,40126,1,2,59,4,11,
2019,12,2,40126,3,2,38,4,9,
2019,12,2,40126,5,1,14,4,5,1
2019,12,2,40126,5,2,9,4,3,
2019,12,59,40126,1,2,62,4,12,2
2019,12,59,40126,3,1,26,4,11,
2019,12,118,40126,1,1,58,4,11,2
2019,12,118,40126,2,2,54,4,11,
2019,12,118,40126,3,2,21,4,10,2
2019,12,118,40126,3,2,17,4,6,
2019,12,184,40126,1,1,37,4,12,
2019,12,184,40126,2,2,35,4,11,
2019,12,246,40126,1,1,70,4,12,
2019,12,246,40126,2,2,69,4,11,
2019,10,4,40126,1,2,53,4,11,
2019,10,4,40126,3,1,14,4,5,2
2019,10,20,40126,1,2,44,4,10,
2019,10,20,40126,3,2,19,4,10,1
2019,10,20,40126,3,2,11,4,3,2
2019,10,65,40126,1,2,49,4,11,
2019,10,65,40126,3,1,31,4,11,
2019,10,65,40126,3,1,26,4,10,
2019,10,65,40126,7,2,42,4,11,
2019,10,65,40126,11,2,28,4,9,
2019,10,91,40126,1,2,58,4,11,
2019,10,150,40126,1,2,30,4,11,
2019,7,32,40126,1,1,42,,11,
2019,7,32,40126,2,2,42,,11,
2019,7,32,40126,3,1,9,,3,2
2019,7,32,40126,3,2,4,,2,2
2019,7,58,40126,1,1,74,,11,
2019,7,58,40126,2,2,74,,11,
2019,7,89,40126,1,1,65,,11,
2019,7,89,40126,2,2,60,,11,
2019,7,89,40126,3,,,,,
2019,7,89,40126,5,,,,,
2019,7,102,40126,1,1,54,,6,
2019,7,102,40126,2,2,52,,10,
2019,7,102,40126,3,1,16,,5,2
2019,7,102,40126,6,2,92,,4,
2019,7,144,40126,1,1,59,,11,
2019,7,144,40126,2,2,46,,11,
2019,7,144,40126,3,1,21,,10,2
2019,7,144,40126,8,,,,,
2019,9,16,40103,1,1,73,4,11,
2019,9,16,40103,3,1,45,4,11,
2019,9,16,40103,3,1,41,4,8,2
2019,9,48,40103,1,1,61,4,9,
2019,9,48,40103,2,2,54,4,6,
2019,9,58,40103,1,2,67,4,4,
2019,9,69,40103,1,1,41,4,12,
2019,9,69,40103,2,2,33,4,11,
2019,9,69,40103,3,2,1,,,
2019,9,69,40103,3,1,,,,
2019,9,113,40103,1,1,36,4,11,
2019,9,113,40103,2,2,36,4,11,
2020,2,5,40103,1,1,49,4,10,
2020,2,5,40103,2,2,50,4,11,
2020,2,5,40103,3,1,27,4,11,
2020,2,5,40103,3,2,25,4,11,
2020,2,5,40103,9,,,,,
2020,2,5,40103,11,,,,,
2020,2,31,40103,1,1,32,4,11,
2020,2,31,40103,2,2,26,4,9,
2020,2,69,40103,1,2,53,4,10,
2020,2,69,40103,2,1,53,4,11,
2020,2,69,40103,3,1,30,4,11,
2020,2,101,40103,1,1,49,4,11,
2020,2,101,40103,2,2,49,4,11,
2020,2,101,40103,3,1,17,4,6,
2020,2,101,40103,3,1,12,4,4,1
2020,2,101,40103,3,2,10,4,3,2
2020,2,154,40103,1,1,37,4,11,
2020,2,154,40103,2,2,29,4,10,
2020,2,154,40103,3,2,1,,,
2020,2,154,40103,3,2,,,,
2020,2,154,40103,9,,,,,
2019,6,8,40103,1,1,41,,9,
2019,6,8,40103,2,2,44,,6,
2019,6,8,40103,3,1,19,,10,2
2019,6,8,40103,3,1,17,,6,
2019,6,8,40103,3,1,13,,5,2
2019,6,8,40103,3,2,11,,3,2
2019,6,8,40103,3,1,9,,3,2
2019,6,35,40103,1,2,64,,4,
2019,6,35,40103,5,1,21,,8,2
2019,6,56,40103,1,2,39,,6,
2019,6,56,40103,3,1,19,,9,
2019,6,56,40103,3,1,17,,6,
2019,6,56,40103,3,2,10,,3,1
2019,6,66,40103,1,2,48,,6,
2019,6,66,40103,3,1,12,,4,1
2019,6,78,40103,1,1,30,,9,
2019,6,78,40103,2,2,32,,9,
2019,6,78,40103,3,1,4,,2,2
2019,6,78,40103,3,1,2,,,
2019,6,123,40103,1,2,52,,9,
2019,6,123,40103,3,1,23,,10,
2019,6,123,40103,3,2,20,,6,2
2019,11,46,40103,1,1,77,4,11,
2019,11,58,40103,1,1,26,4,9,
2019,11,58,40103,2,2,23,4,8,1
2019,11,58,40103,3,2,6,4,2,2
2019,11,58,40103,11,2,18,4,6,
2019,11,75,40103,1,1,67,4,6,
2019,11,75,40103,2,2,66,4,6,
2019,11,75,40103,3,2,38,4,7,
2019,11,75,40103,3,2,31,4,9,2
2019,11,75,40103,3,2,40,4,9,
2019,11,75,40103,4,1,41,4,9,
2019,11,75,40103,5,1,16,4,5,2
2019,11,75,40103,5,2,3,4,1,
2019,11,91,40103,1,2,69,4,11,
2019,11,91,40103,3,2,20,4,8,2
2019,11,116,40103,1,2,56,4,11,
2019,11,116,40103,2,1,53,4,12,2
2019,11,116,40103,3,1,27,4,11,
2019,11,116,40103,3,2,26,4,11,
2019,11,143,40103,1,2,59,4,9,
2019,11,143,40103,3,2,17,4,6,2
2019,6,5,40103,1,1,34,,9,
2019,6,5,40103,2,2,35,,9,
2019,6,28,40103,1,2,24,,5,
2019,6,28,40103,2,1,32,,6,
2019,6,28,40103,3,1,6,,2,1
2019,6,28,40103,3,1,2,,,
2019,6,67,40103,1,1,38,,6,
2019,6,67,40103,2,2,30,,6,
2019,6,67,40103,3,1,5,,2,2
2019,6,67,40103,7,1,22,,6,
2019,6,67,40103,8,2,18,,6,
2019,6,67,40103,11,2,17,,6,
2019,6,68,40103,1,1,42,,6,
2019,6,68,40103,6,1,70,,6,
2019,6,116,40103,1,1,23,,9,
2019,6,116,40103,2,2,20,,6,2
2019,6,116,40103,7,1,19,,6,
2019,6,129,40103,1,1,25,,4,
2019,6,129,40103,2,2,23,,5,
2019,6,129,40103,3,1,6,,2,1
2019,6,129,40103,3,2,3,,1,1
2019,6,11,40103,1,1,53,,9,
2019,6,11,40103,2,2,44,,6,
2019,6,11,40103,3,2,13,,5,2
2019,6,11,40103,3,2,12,,4,2
2019,6,20,40103,1,1,43,,6,
2019,6,20,40103,2,2,43,,6,
2019,6,20,40103,3,1,23,,10,2
2019,6,20,40103,3,2,13,,5,2
2019,6,31,40103,1,2,42,,11,
2019,6,31,40103,3,2,20,,10,1
2019,6,31,40103,6,,,,,
2019,6,57,40103,1,1,59,,6,
2019,6,95,40103,1,2,47,,3,
2019,6,95,40103,2,1,53,,4,
2019,6,95,40103,3,1,27,,8,1
2019,6,95,40103,3,1,19,,8,1
2019,6,107,40103,1,2,40,,4,
2019,6,107,40103,2,1,44,,8,
2019,6,107,40103,3,2,21,,6,2
2019,6,107,40103,3,1,18,,6,
2019,6,107,40103,3,2,9,,3,1
2019,6,107,40103,3,2,3,,1,1
2019,7,24,40103,1,1,70,,11,
2019,7,24,40103,2,2,69,,9,
2019,7,39,40103,1,1,48,,6,
2019,7,39,40103,3,2,23,,9,
2019,7,39,40103,4,1,25,,6,
2019,7,39,40103,5,2,2,,,
2019,7,39,40103,8,2,51,,11,
2019,7,39,40103,8,2,29,,9,
2019,7,39,40103,8,2,21,,6,
2019,7,39,40103,11,2,28,,11,
2019,7,39,40103,11,1,,,,
2019,7,86,40103,1,1,47,,6,
2019,7,86,40103,2,2,46,,4,
2019,7,86,40103,3,1,25,,10,1
2019,7,86,40103,3,1,16,,6,1
2019,7,86,40103,3,2,15,,5,2
2019,7,105,40103,1,1,42,,9,
2019,7,105,40103,2,2,37,,8,
2019,7,105,40103,3,1,11,,3,1
2019,7,105,40103,3,2,8,,3,1
2019,7,138,40103,1,1,40,,9,
2019,7,138,40103,8,2,39,,10,
2019,7,138,40103,8,1,22,,6,
2019,7,175,40103,1,1,31,,11,
2019,7,175,40103,2,2,30,,11,
2019,7,175,40103,3,1,5,,2,2
2019,6,9,40103,1,1,39,,9,
2019,6,9,40103,6,2,69,,4,
2019,6,9,40103,7,2,32,,6,
2019,6,9,40103,8,1,9,,3,2
2019,6,9,40103,8,1,2,,,
2019,6,63,40103,1,2,43,,4,
2019,6,63,40103,3,1,21,,8,2
2019,6,63,40103,6,2,64,,3,
2019,6,92,40103,1,1,70,,3,
2019,6,92,40103,2,2,68,,5,
2019,6,92,40103,3,1,33,,6,
2019,6,92,40103,4,2,33,,6,
2019,6,92,40103,5,1,13,,5,1
2019,6,92,40103,5,2,6,,2,1
2019,6,120,40103,1,1,80,,1,
2019,6,120,40103,2,2,74,,1,
2019,6,120,40103,3,1,52,,1,
2019,6,154,40103,1,1,29,,6,
2019,6,154,40103,3,1,8,,3,1
2019,6,154,40103,6,2,50,,4,
2019,7,35,40103,1,1,63,,11,
2019,7,35,40103,2,2,48,,6,
2019,7,35,40103,3,1,27,,11,
2019,7,35,40103,3,1,22,,10,1
2019,7,35,40103,3,1,20,,10,1
2019,7,35,40103,3,1,18,,6,1
2019,7,48,40103,1,1,63,,6,
2019,7,48,40103,2,2,58,,5,
2019,7,48,40103,3,1,28,,10,1
2019,7,48,40103,3,2,38,,11,
2019,7,48,40103,5,1,12,,4,1
2019,7,48,40103,5,1,7,,3,1
2019,7,61,40103,1,1,39,,9,
2019,7,61,40103,2,2,28,,10,1
2019,7,61,40103,3,2,3,,1,2
2019,7,91,40103,1,2,42,,9,
2019,7,91,40103,3,2,22,,10,2
2019,7,116,40103,1,2,48,,3,
2019,7,116,40103,2,1,55,,3,
2019,7,116,40103,3,2,27,,11,
2019,7,116,40103,3,1,25,,10,2
2019,7,116,40103,3,1,23,,10,2
2019,8,2,40103,1,1,54,,6,
2019,8,2,40103,2,2,52,,4,
2019,8,25,40103,1,2,21,,9,
2019,8,25,40103,2,1,27,,10,2
2019,8,25,40103,3,2,1,,,
2019,8,46,40103,1,1,44,,6,
2019,8,46,40103,2,2,33,,5,
2019,8,46,40103,3,1,13,,5,1
2019,8,46,40103,3,2,12,,3,1
2019,8,46,40103,3,2,10,,3,1
2019,8,46,40103,6,1,62,,4,
2019,8,67,40103,1,2,32,,10,
2019,8,67,40103,2,1,27,,6,
2019,8,67,40103,3,2,3,,1,1
2019,8,67,40103,3,2,1,,,
2019,8,90,40103,1,1,55,,6,
2019,8,90,40103,3,2,26,,9,
2019,8,90,40103,3,2,21,,6,
2019,8,90,40103,3,1,17,,6,2
2019,8,112,40103,1,1,50,,8,
2019,8,112,40103,2,2,37,,6,
2019,8,112,40103,3,1,2,,,
2019,7,30,40103,1,2,43,,8,
2019,7,30,40103,3,2,20,,10,2
2019,7,30,40103,3,1,9,,3,2
2019,7,43,40103,1,1,55,,12,
2019,7,43,40103,2,2,55,,9,
2019,7,43,40103,3,1,21,,8,2
2019,7,43,40103,3,2,20,,10,1
2019,7,43,40103,3,2,20,,10,1
2019,7,77,40103,1,1,39,,6,
2019,7,77,40103,2,2,38,,6,
2019,7,77,40103,3,1,17,,6,
2019,7,77,40103,3,2,12,,3,2
2019,7,77,40103,11,1,62,,4,
2019,7,77,40103,11,1,20,,6,
2019,7,94,40103,1,1,55,,11,
2019,7,94,40103,2,2,53,,6,
2019,7,94,40103,3,1,17,,6,
2019,7,107,40103,1,2,40,,6,
2019,7,107,40103,3,2,19,,10,1
2019,7,107,40103,3,1,13,,5,1
2019,7,107,40103,3,1,10,,3,1
2019,7,132,40103,1,2,44,,6,
2019,7,132,40103,2,1,48,,6,
2019,7,132,40103,3,2,17,,6,
2019,7,132,40103,3,1,3,,1,2
2019,7,8,40103,1,2,48,,1,
2019,7,8,40103,2,1,53,,4,
2019,7,8,40103,3,1,29,,6,
2019,7,8,40103,3,1,20,,6,2
2019,7,8,40103,3,2,16,,5,1
2019,7,21,40103,1,1,35,,9,
2019,7,21,40103,2,2,29,,10,
2019,7,21,40103,3,2,7,,3,2
2019,7,37,40103,1,1,54,,5,
2019,7,37,40103,2,2,54,,3,
2019,7,37,40103,3,1,25,,6,
2019,7,37,40103,3,1,22,,10,1
2019,7,37,40103,5,1,9,,3,1
2019,7,37,40103,5,1,6,,2,1
2019,7,78,40103,1,1,25,,11,2
2019,7,78,40103,7,1,15,,5,1
2019,7,118,40103,1,2,56,,6,
2019,7,118,40103,3,2,30,,6,
2019,7,118,40103,5,1,6,,2,1
2019,7,118,40103,5,2,3,,1,1
2019,7,130,40103,1,2,32,,5,
2019,7,130,40103,3,1,12,,4,1
2019,7,130,40103,3,1,9,,3,1
2019,7,130,40103,3,2,7,,3,1
2019,7,130,40103,3,,,,,
2019,6,24,40103,1,1,56,,10,
2019,6,24,40103,2,2,37,,5,
2019,6,24,40103,3,2,15,,5,1
2019,6,24,40103,3,2,12,,4,1
2019,6,24,40103,3,2,4,,2,1
2019,6,24,40103,3,2,2,,,
2019,6,24,40103,3,2,20,,6,
2019,6,24,40103,5,1,2,,,
2019,6,56,40103,1,2,48,,2,
2019,6,56,40103,3,1,25,,11,
2019,6,56,40103,3,1,15,,5,1
2019,6,56,40103,3,2,33,,11,
2019,6,56,40103,5,2,4,,2,2
2019,6,69,40103,1,1,39,,8,
2019,6,69,40103,2,2,31,,8,
2019,6,69,40103,3,2,12,,4,1
2019,6,69,40103,3,1,,,,
2019,6,69,40103,7,2,47,,6,
2019,6,96,40103,1,2,54,,6,
2019,6,96,40103,3,2,30,,11,
2019,6,96,40103,3,2,28,,10,2
2019,6,96,40103,6,2,84,,1,
2019,6,123,40103,1,1,34,,9,
2019,6,123,40103,2,2,29,,6,
2019,6,123,40103,3,1,11,,4,2
2019,6,123,40103,3,2,6,,2,2
2019,6,152,40103,1,1,89,,3,
2019,6,152,40103,2,2,79,,3,
2019,6,152,40103,3,2,45,,9,2
2019,6,152,40103,4,1,44,,6,
2019,8,10,40103,1,1,72,,6,
2019,8,10,40103,2,2,68,,4,
2019,8,10,40103,3,1,38,,9,
2019,8,10,40103,4,2,33,,9,
2019,8,10,40103,5,1,10,,3,2
2019,8,10,40103,5,2,8,,3,2
2019,8,40,40103,1,2,46,,6,
2019,8,40,40103,2,1,43,,10,
2019,8,40,40103,3,2,22,,10,1
2019,8,40,40103,3,2,8,,3,2
2019,8,71,40103,1,2,27,,9,
2019,8,71,40103,3,2,4,,2,1
2019,8,103,40103,1,1,31,,8,
2019,8,133,40103,1,1,33,,6,
2019,8,133,40103,2,2,41,,6,
2019,8,133,40103,3,2,16,,5,1
2019,8,133,40103,3,2,12,,4,1
2019,8,133,40103,3,1,4,,1,1
2019,8,165,40103,1,1,68,,6,
2019,8,165,40103,2,2,57,,3,
2019,8,165,40103,5,2,5,,2,2
2019,8,165,40103,11,2,90,,1,
2020,1,25,40103,1,2,48,4,3,
2020,1,25,40103,3,1,26,4,8,
2020,1,25,40103,3,1,13,4,3,1
2020,1,25,40103,3,1,11,4,3,1
2020,1,25,40103,3,1,7,4,2,
2020,1,25,40103,2,1,49,4,6,
2020,1,39,40103,1,1,66,4,6,
2020,1,39,40103,2,2,65,1,3,
2020,1,39,40103,3,1,45,4,6,
2020,1,68,40103,1,2,50,4,3,
2020,1,68,40103,3,1,32,4,6,
2020,1,68,40103,3,2,24,4,6,
2020,1,68,40103,3,1,22,4,6,
2020,1,68,40103,3,2,27,4,6,
2020,1,68,40103,5,1,6,4,2,
2020,1,68,40103,5,2,,,,
2020,1,96,40103,1,1,36,4,9,
2020,1,96,40103,2,2,41,4,9,
2020,1,96,40103,3,1,15,4,5,1
2020,1,96,40103,3,1,1,,,
2020,1,152,40103,1,1,31,4,9,
2020,1,152,40103,2,2,32,4,6,
2020,1,152,40103,3,1,12,4,4,
2020,1,152,40103,3,2,8,4,3,
2019,8,10,40103,1,1,35,,6,
2019,8,10,40103,2,2,36,,4,
2019,8,10,40103,3,1,16,,5,1
2019,8,10,40103,3,1,8,,3,1
2019,8,10,40103,3,2,6,,2,1
2019,8,31,40103,1,1,24,,8,2
2019,8,41,40103,1,1,80,,3,
2019,8,41,40103,2,2,75,,3,
2019,8,41,40103,3,1,23,,6,
2019,8,53,40103,1,1,68,,3,
2019,8,53,40103,2,2,68,,3,
2019,8,53,40103,3,1,22,,10,2
2019,8,53,40103,3,1,21,,10,1
2019,8,77,40103,1,1,42,,6,
2019,8,77,40103,2,2,42,,6,
2019,8,77,40103,3,1,14,,5,2
2019,8,77,40103,3,2,8,,3,2
2019,8,119,40103,1,1,42,,9,
2019,8,119,40103,2,2,40,,6,
2019,8,119,40103,3,1,19,,8,2
2019,8,119,40103,3,1,16,,5,1
2019,8,119,40103,3,2,14,,5,1
2019,8,119,40103,3,2,11,,3,1
2019,8,119,40103,3,1,9,,3,1
2019,8,119,40103,3,1,1,,,
2019,6,5,40103,1,1,52,,11,
2019,6,5,40103,2,2,52,,11,
2019,6,5,40103,3,1,25,,11,
2019,6,5,40103,3,2,18,,10,2
2019,6,41,40103,1,2,57,,9,
2019,6,41,40103,3,2,17,,6,
2019,6,41,40103,6,2,77,,4,
2019,6,58,40103,1,1,42,,9,
2019,6,58,40103,2,2,36,,6,
2019,6,58,40103,3,2,16,,5,2
2019,6,58,40103,3,1,7,,2,2
2019,6,58,40103,3,2,5,,2,2
2019,6,58,40103,3,1,2,,,
2019,6,75,40103,1,1,71,,4,
2019,6,75,40103,3,2,24,,8,
2019,6,110,40103,1,1,50,,9,
2019,6,110,40103,2,2,50,,9,2
2019,6,145,40103,1,1,46,,11,
2019,6,145,40103,2,2,46,,11,
2019,6,145,40103,8,1,37,,11,
2020,1,23,40103,1,1,84,4,12,
2020,1,23,40103,2,2,80,4,9,
2020,1,33,40103,1,1,62,6,12,
2020,1,33,40103,2,2,52,4,11,
2020,1,43,40103,1,1,53,4,11,
2020,1,43,40103,2,2,50,4,11,
2020,1,43,40103,3,2,22,4,10,2
2020,1,43,40103,3,1,15,4,5,2
2020,1,87,40103,1,1,66,4,12,
2020,1,87,40103,2,2,57,4,10,
2020,1,98,40103,1,1,44,4,11,
2020,1,98,40103,2,2,37,4,11,
2020,1,98,40103,3,2,11,4,4,2
2020,1,98,40103,3,1,9,4,3,2
2020,1,98,40103,3,1,6,4,2,2
2020,1,98,40103,3,1,1,,,
